ID,Tipo,Subtipo,Nome,Arquivo,Camada,Categoria,Acoes_Botoes,Persistencia,Status_B5_4,Status_B5_5,Observacao
INV-0027,UI_WINDOW_VIEW,Modal/Window/View,NovoFuncionarioWindow,Views\NovoFuncionarioWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0028,UI_WINDOW_VIEW,Modal/Window/View,NovoOrcamentoWindow,Views\NovoOrcamentoWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0029,UI_WINDOW_VIEW,Modal/Window/View,NovoPerfilWindow,Views\NovoPerfilWindow.xaml,Presentation,Sistema,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0030,UI_WINDOW_VIEW,Modal/Window/View,NovoProdutoWindow,Views\NovoProdutoWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0031,UI_WINDOW_VIEW,Modal/Window/View,NovoVeiculoWindow,Views\NovoVeiculoWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0032,UI_WINDOW_VIEW,Modal/Window/View,OperacaoCaixaWindow,Views\OperacaoCaixaWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0033,UI_WINDOW_VIEW,Modal/Window/View,OrcamentosDashboardControl,Views\OrcamentosDashboardControl.xaml,Presentation,Gestão,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0034,UI_WINDOW_VIEW,Modal/Window/View,OrcamentosView,Views\OrcamentosView.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0035,UI_WINDOW_VIEW,Modal/Window/View,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0036,UI_WINDOW_VIEW,Modal/Window/View,PagamentoMistoWindow,Views\PagamentoMistoWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0037,UI_WINDOW_VIEW,Modal/Window/View,PosVendaWindow,Views\PosVendaWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0038,UI_WINDOW_VIEW,Modal/Window/View,PrimeiraExecucaoWindow,Views\PrimeiraExecucaoWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0039,UI_WINDOW_VIEW,Modal/Window/View,Produto360Window,Views\Produto360Window.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0040,UI_WINDOW_VIEW,Modal/Window/View,RevisarCatalogoPecaWindow,Views\RevisarCatalogoPecaWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0041,UI_WINDOW_VIEW,Modal/Window/View,SelecaoFilialWindow,Views\SelecaoFilialWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0042,UI_WINDOW_VIEW,Modal/Window/View,SelecionarClientePDVWindow,Views\SelecionarClientePDVWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0043,UI_WINDOW_VIEW,Modal/Window/View,SelecionarOrcamentoWindow,Views\SelecionarOrcamentoWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0044,UI_WINDOW_VIEW,Modal/Window/View,SelecionarProdutoPDVWindow,Views\SelecionarProdutoPDVWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0045,UI_WINDOW_VIEW,Modal/Window/View,SelecionarVendaWindow,Views\SelecionarVendaWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0046,UI_WINDOW_VIEW,Modal/Window/View,TransferirEstoqueWindow,Views\TransferirEstoqueWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0047,UI_WINDOW_VIEW,Modal/Window/View,TrocarSenhaObrigatoriaWindow,Views\TrocarSenhaObrigatoriaWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0048,UI_WINDOW_VIEW,Modal/Window/View,TwoFactorSetupWindow,Views\TwoFactorSetupWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0049,UI_WINDOW_VIEW,Modal/Window/View,UsuariosOnlineWindow,Views\UsuariosOnlineWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0050,UI_WINDOW_VIEW,Modal/Window/View,VisualizarFornecedorWindow,Views\VisualizarFornecedorWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0051,UI_WINDOW_VIEW,Modal/Window/View,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0052,UI_WINDOW_VIEW,Modal/Window/View,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0053,UI_WINDOW_VIEW,Modal/Window/View,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0054,UI_WINDOW_VIEW,Modal/Window/View,VisualizarClienteWindow,Views\Clientes\VisualizarClienteWindow.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0055,UI_WINDOW_VIEW,Modal/Window/View,ResetSistemaWindow,Views\Configuracoes\ResetSistemaWindow.xaml,Presentation,Sistema,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0056,UI_WINDOW_VIEW,Modal/Window/View,AgendamentosControl,UserControls\AgendamentosControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0057,UI_WINDOW_VIEW,Modal/Window/View,AutoEletricaTecnicaControl,UserControls\AutoEletricaTecnicaControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0058,UI_WINDOW_VIEW,Modal/Window/View,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0059,UI_WINDOW_VIEW,Modal/Window/View,ClientesControl,UserControls\ClientesControl.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0060,UI_WINDOW_VIEW,Modal/Window/View,DashboardControl,UserControls\DashboardControl.xaml,Presentation,Gestão,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0061,UI_WINDOW_VIEW,Modal/Window/View,EstoqueControl,UserControls\EstoqueControl.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0062,UI_WINDOW_VIEW,Modal/Window/View,FinanceiroControl,UserControls\FinanceiroControl.xaml,Presentation,Gestão,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0063,UI_WINDOW_VIEW,Modal/Window/View,FiscalOperationsControl,UserControls\FiscalOperationsControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0064,UI_WINDOW_VIEW,Modal/Window/View,FornecedoresControl,UserControls\FornecedoresControl.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0065,UI_WINDOW_VIEW,Modal/Window/View,FuncionariosControl,UserControls\FuncionariosControl.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0066,UI_WINDOW_VIEW,Modal/Window/View,GlobalSearchControl,UserControls\GlobalSearchControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0067,UI_WINDOW_VIEW,Modal/Window/View,HelpControl,UserControls\HelpControl.xaml,Presentation,Ajuda,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0068,UI_WINDOW_VIEW,Modal/Window/View,ImportarNFeControl,UserControls\ImportarNFeControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0069,UI_WINDOW_VIEW,Modal/Window/View,OficinaKanbanControl,UserControls\OficinaKanbanControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0070,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoAlertasControl,UserControls\OrcamentoAlertasControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0071,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoBuscaInteligenteControl,UserControls\OrcamentoBuscaInteligenteControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0072,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoCarrinhoControl,UserControls\OrcamentoCarrinhoControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0073,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoClientePanelControl,UserControls\OrcamentoClientePanelControl.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0074,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoHistoricoNegociacaoControl,UserControls\OrcamentoHistoricoNegociacaoControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0075,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoProdutosPanelControl,UserControls\OrcamentoProdutosPanelControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0076,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoResumoFinanceiroControl,UserControls\OrcamentoResumoFinanceiroControl.xaml,Presentation,Gestão,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0077,UI_WINDOW_VIEW,Modal/Window/View,OrcamentosControl,UserControls\OrcamentosControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0078,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoStatusControl,UserControls\OrcamentoStatusControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0079,UI_WINDOW_VIEW,Modal/Window/View,OrcamentoTimelineControl,UserControls\OrcamentoTimelineControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0080,UI_WINDOW_VIEW,Modal/Window/View,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0081,UI_WINDOW_VIEW,Modal/Window/View,PDVControl,UserControls\PDVControl.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0082,UI_WINDOW_VIEW,Modal/Window/View,RelatoriosControl,UserControls\RelatoriosControl.xaml,Presentation,Gestão,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0083,UI_WINDOW_VIEW,Modal/Window/View,VeiculosControl,UserControls\VeiculosControl.xaml,Presentation,Cadastros,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0084,UI_WINDOW_VIEW,Modal/Window/View,App,App.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0085,UI_WINDOW_VIEW,Modal/Window/View,MainWindow,MainWindow.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0086,UI_WINDOW_VIEW,Modal/Window/View,Animations,Themes\Animations.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0087,UI_WINDOW_VIEW,Modal/Window/View,Badges,Themes\Badges.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0088,UI_WINDOW_VIEW,Modal/Window/View,Buttons,Themes\Buttons.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0089,UI_WINDOW_VIEW,Modal/Window/View,Calendar,Themes\Calendar.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0090,UI_WINDOW_VIEW,Modal/Window/View,Cards,Themes\Cards.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0091,UI_WINDOW_VIEW,Modal/Window/View,Colors.Dark,Themes\Colors.Dark.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0092,UI_WINDOW_VIEW,Modal/Window/View,Colors.Light,Themes\Colors.Light.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0093,UI_WINDOW_VIEW,Modal/Window/View,Colors,Themes\Colors.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0094,UI_WINDOW_VIEW,Modal/Window/View,Dashboard,Themes\Dashboard.xaml,Presentation,Gestão,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0095,UI_WINDOW_VIEW,Modal/Window/View,DataGrid,Themes\DataGrid.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0096,UI_WINDOW_VIEW,Modal/Window/View,Density,Themes\Density.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0097,UI_WINDOW_VIEW,Modal/Window/View,EmptyStates,Themes\EmptyStates.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0098,UI_WINDOW_VIEW,Modal/Window/View,Feedback,Themes\Feedback.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0099,UI_WINDOW_VIEW,Modal/Window/View,GlobalStyles,Themes\GlobalStyles.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0100,UI_WINDOW_VIEW,Modal/Window/View,Header,Themes\Header.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0101,UI_WINDOW_VIEW,Modal/Window/View,Icons,Themes\Icons.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0102,UI_WINDOW_VIEW,Modal/Window/View,Inputs,Themes\Inputs.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0103,UI_WINDOW_VIEW,Modal/Window/View,ListView,Themes\ListView.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0104,UI_WINDOW_VIEW,Modal/Window/View,Modal,Themes\Modal.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0105,UI_WINDOW_VIEW,Modal/Window/View,NativeChrome,Themes\NativeChrome.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0106,UI_WINDOW_VIEW,Modal/Window/View,Shadows,Themes\Shadows.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0107,UI_WINDOW_VIEW,Modal/Window/View,Sidebar,Themes\Sidebar.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0108,UI_WINDOW_VIEW,Modal/Window/View,StandardTheme,Themes\StandardTheme.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0109,UI_WINDOW_VIEW,Modal/Window/View,Tables,Themes\Tables.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0110,UI_WINDOW_VIEW,Modal/Window/View,Typography,Themes\Typography.xaml,Presentation,Operação,,SQLite,PASS,HOMOLOGADO,Mapeado e homologado no fluxo 360 / UI Engine ()
INV-0111,VIEWMODEL,MVVM State/Commands,AgendamentosViewModel,ViewModels\AgendamentosViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0112,VIEWMODEL,MVVM State/Commands,AutoEletricaTecnicaViewModel,ViewModels\AutoEletricaTecnicaViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0113,VIEWMODEL,MVVM State/Commands,BaseViewModel,ViewModels\BaseViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0114,VIEWMODEL,MVVM State/Commands,CatalogoPecasViewModel,ViewModels\CatalogoPecasViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0115,VIEWMODEL,MVVM State/Commands,ClienteListItemViewModel,ViewModels\ClienteListItemViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0116,VIEWMODEL,MVVM State/Commands,ClientesViewModel,ViewModels\ClientesViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0117,VIEWMODEL,MVVM State/Commands,DashboardViewModel,ViewModels\DashboardViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0118,VIEWMODEL,MVVM State/Commands,EstoqueViewModel,ViewModels\EstoqueViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0119,VIEWMODEL,MVVM State/Commands,FinanceiroViewModel,ViewModels\FinanceiroViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0120,VIEWMODEL,MVVM State/Commands,FornecedoresViewModel,ViewModels\FornecedoresViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0121,VIEWMODEL,MVVM State/Commands,FuncionariosViewModel,ViewModels\FuncionariosViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
